dateTime,state,entryPrice,exitPrice,orderAmtUSD,orderAmtBTC,netDollar,netPerc
2019-10-25 15:57:01.720611,1,7462.74,8258.34,25.31,0.00338616,795.6000000000004,10.660963667500146
