dateTime,state,entryPrice,exitPrice,orderAmtUSD,orderAmtBTC,netDollar,netPerc
2019-10-13 20:07:44.473745,1,8330.65,8400.18,27.07,0.00322904,69.53000000000065,0.8346287504576553
2019-10-13 20:11:44.254892,2,8356.54,8400.18,27.11,0.00323938,43.63999999999942,0.5222257058543298
2019-10-13 20:13:20.953802,3,8365.45,8274.75,27.19,0.00324549,-90.70000000000073,-1.0842214106832355
